screen_name,name,followers_count,statuses_count,favorite_count,retweets,
profile,JamieAsnow,Jamie Anderson,60632,2522,
profile,JamieAsnow,Jamie Anderson,60632,2522,
p,r,o,f,i,l,e,,,J,a,m,i,e,A,s,n,o,w,,,J,a,m,i,e, ,A,n,d,e,r,s,o,n,,,6,0,6,3,2,,,2,5,2,2,,,
,
profile,JamieAsnow,Jamie Anderson,60632,2522,
p,r,o,f,i,l,e,,,J,a,m,i,e,A,s,n,o,w,,,J,a,m,i,e, ,A,n,d,e,r,s,o,n,,,6,0,6,3,2,,,2,5,2,2,,,
,
post,jimkchin,Jimmy Chin,33585,2426,25,6,
post,jimkchin,Jimmy Chin,33585,2426,25,6,
post,jimkchin,Jimmy Chin,33585,2426,25,6,
post,jimkchin,Jimmy Chin,33585,2426,25,6,
post,jimkchin,Jimmy Chin,33585,2426,25,6,
post,jimkchin,Jimmy Chin,33585,2426,25,6,
post,jimkchin,Jimmy Chin,33585,2426,25,6,
post,jimkchin,Jimmy Chin,33585,2426,25,6,
post,jimkchin,Jimmy Chin,33585,2426,25,6,
post,jimkchin,Jimmy Chin,33585,2426,25,6,
post,jimkchin,Jimmy Chin,33585,2426,25,6,
post,jimkchin,Jimmy Chin,33585,2426,25,6,
post,jimkchin,Jimmy Chin,33585,2426,25,6,
post,jimkchin,Jimmy Chin,33585,2426,25,6,
post,jimkchin,Jimmy Chin,33585,2426,25,6,
post,jimkchin,Jimmy Chin,33585,2426,25,6,
post,jimkchin,Jimmy Chin,33585,2426,25,6,
post,jimkchin,Jimmy Chin,33585,2426,25,6,
post,jimkchin,Jimmy Chin,33585,2426,25,6,
post,ShawnJohnson,Shawn Johnson East,482835,10842,73,5,
post,ShawnJohnson,Shawn Johnson East,482835,10842,73,5,
post,jimkchin,Jimmy Chin,33585,2426,25,6,
post,ShawnJohnson,Shawn Johnson East,482835,10842,73,5,
post,jimkchin,Jimmy Chin,33585,2426,25,6,
profile,JamieAsnow,Jamie Anderson,60792,2523,
post,ShawnJohnson,Shawn Johnson East,482835,10842,73,5,
post,jimkchin,Jimmy Chin,33585,2426,25,6,
profile,JamieAsnow,Jamie Anderson,60792,2523,
post,highsteph,steph davis,13281,7970,7,0,
profile,JamieAsnow,Jamie Anderson,60793,2523,
profile,JamieAsnow,Jamie Anderson,60793,2523,
post,ShawnJohnson,Shawn Johnson East,482835,10842,73,5,
profile,JamieAsnow,Jamie Anderson,60793,2523,
post,ShawnJohnson,Shawn Johnson East,482835,10842,73,5,
post,jimkchin,Jimmy Chin,33585,2426,25,6,
profile,JamieAsnow,Jamie Anderson,60793,2523,
post,ShawnJohnson,Shawn Johnson East,482835,10842,73,5,
post,jimkchin,Jimmy Chin,33585,2426,25,6,
post,highsteph,steph davis,13281,7970,7,0,
post,jimkchin,Jimmy Chin,33585,2426,25,6,
post,jimkchin,Jimmy Chin,33585,2426,25,6,
post,ShawnJohnson,Shawn Johnson East,482835,10842,73,5,
post,jimkchin,Jimmy Chin,33585,2426,25,6,
post,ShawnJohnson,Shawn Johnson East,482835,10842,73,5,
post,highsteph,steph davis,13281,7970,7,0,
post,jimkchin,Jimmy Chin,33585,2426,25,6,
post,ShawnJohnson,Shawn Johnson East,482835,10842,73,5,
post,highsteph,steph davis,13281,7970,7,0,
profile,JamieAsnow,Jamie Anderson,60793,2523,
post,jimkchin,Jimmy Chin,33585,2426,25,6,
post,jimkchin,Jimmy Chin,33585,2426,25,6,
post,ShawnJohnson,Shawn Johnson East,482835,10842,73,5,
post,jimkchin,Jimmy Chin,33585,2426,25,6,
post,ShawnJohnson,Shawn Johnson East,482835,10842,73,5,
profile,JamieAsnow,Jamie Anderson,60793,2523,
post,jimkchin,Jimmy Chin,33585,2426,25,6,
post,ShawnJohnson,Shawn Johnson East,482835,10842,73,5,
profile,JamieAsnow,Jamie Anderson,60793,2523,
post,highsteph,steph davis,13281,7970,7,0,
post,highsteph,steph davis,13281,7970,7,0,
post,highsteph,steph davis,13281,7970,7,0,
post,jimkchin,Jimmy Chin,33585,2426,25,6,
post,highsteph,steph davis,13281,7970,7,0,
post,jimkchin,Jimmy Chin,33585,2426,25,6,
post,ShawnJohnson,Shawn Johnson East,482834,10842,73,5,
post,highsteph,steph davis,13281,7970,7,0,
post,jimkchin,Jimmy Chin,33585,2426,25,6,
post,ShawnJohnson,Shawn Johnson East,482834,10842,73,5,
profile,JamieAsnow,Jamie Anderson,60794,2523,
post,jimkchin,Jimmy Chin,33585,2426,25,6,
post,jimkchin,Jimmy Chin,33585,2426,25,6,
post,ShawnJohnson,Shawn Johnson East,482835,10842,73,5,
post,jimkchin,Jimmy Chin,33585,2426,25,6,
post,ShawnJohnson,Shawn Johnson East,482835,10842,73,5,
post,highsteph,steph davis,13281,7970,7,0,
post,jimkchin,Jimmy Chin,33585,2426,25,6,
post,ShawnJohnson,Shawn Johnson East,482835,10842,73,5,
post,highsteph,steph davis,13281,7970,7,0,
profile,JamieAsnow,Jamie Anderson,60794,2523,
post,jimkchin,Jimmy Chin,33585,2426,25,6,
post,jimkchin,Jimmy Chin,33585,2426,25,6,
post,ShawnJohnson,Shawn Johnson East,482835,10842,73,5,
post,jimkchin,Jimmy Chin,33585,2426,25,6,
post,ShawnJohnson,Shawn Johnson East,482835,10842,73,5,
profile,JamieAsnow,Jamie Anderson,60794,2523,
post,jimkchin,Jimmy Chin,33585,2426,25,6,
post,ShawnJohnson,Shawn Johnson East,482835,10842,73,5,
profile,JamieAsnow,Jamie Anderson,60794,2523,
post,highsteph,steph davis,13281,7970,7,0,
